"id","city","color","date_created","drive_type","engine","images","make","mileage","model","mpg_city","mpg_hwy","prev_owners","price","state","status","style","transmission","vin","year"
"302","Macon","Green","2025-03-22","FWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""oldsmobile super 88 convertible""}}","Oldsmobile","15331","Super 88 Convertible","13","21","2","15961.32","GA","1","convertible","Manual","UTHY977BW72K2H9OY","1957"
"278","Charlotte","White","2023-11-26","RWD","V6 4.0L","{""model_imgs_key"":{""S"":""mercedes-benz 280se sedan""}}","Mercedes-Benz","12354","280Se Sedan","9","23","3","26369.32","NC","1","""sedan,luxury""","Manual","5E5QOU8LJER7OMJZU","1970"
"520","Statesboro","Black","2024-04-26","AWD","V8 5.5L","{""model_imgs_key"":{""S"":""porsche 914""}}","Porsche","75150","914","14","20","3","17120.26","GA","1","coupe","Automatic","7MWBFQ79H7HWE7BN6","1974"
"315","San Francisco","Red","2023-11-23","AWD","V8 4.6L","{""model_imgs_key"":{""S"":""cadillac series 61 coupe""}}","Cadillac","64573","Series 61 Coupe","13","18","1","21766.96","CA","1","""luxury,coupe""","Automatic","02GW1G4AGKSJF5X1V","1950"
"113","Louisville","Beige","2021-11-30","FWD","Inline-6 3.2L","{""model_imgs_key"":{""S"":""lincoln continental mark iii 2 door hardtop""}}","Lincoln","103084","Continental Mark Iii 2 Door Hardtop","17","21","3","5271.97","KY","1","""luxury,coupe""","Automatic","771ANYZXTZ81S01UI","1970"
"676","New York","White","2021-10-29","AWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""bmw m3 4 door sedan""}}","BMW","99111","M3 4 Door Sedan","21","28","1","36053.51","NY","1","""sedan,muscle car""","Automatic","9BA75NSS306SOLBGX","1997"
"118","Nashville","Brown","2024-12-20","RWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""dodge polara 500 hardtop""}}","Dodge","30184","Polara 500 Hardtop","10","15","2","32011.31","TN","1","""coupe,sedan""","Manual","JR8235WYP5Q4P9AGP","1962"
"603","Nashville","Green","2022-07-02","AWD","V8 4.2L","{""model_imgs_key"":{""S"":""lincoln mark v convertible""}}","Lincoln","35878","Mark V Convertible","8","13","1","47334.11","TN","1","""convertible,luxury""","Automatic","BN6VKVM9SB2A49SNK","1960"
"559","Decatur","Gray","2024-01-06","FWD","Flat-6 3.2L","{""model_imgs_key"":{""S"":""lincoln premiere 2 door hardtop""}}","Lincoln","90448","Premiere 2 Door Hardtop","16","29","1","21201.94","GA","1","""luxury,coupe""","Manual","CY13066ZW8KLJXCN2","1956"
"692","Richmond","Blue","2022-05-20","RWD","V8 4.5L","{""model_imgs_key"":{""S"":""pontiac star chief convertible""}}","Pontiac","149493","Star Chief Convertible","11","14","3","38331.83","VA","1","convertible","Manual","GXY5BVOFKFNFNOEXI","1955"
"347","Birmingham","Black","2024-09-28","AWD","V8 5.5L","{""model_imgs_key"":{""S"":""chevrolet corvair monza coupe""}}","Chevrolet","50987","Corvair Monza Coupe","16","21","2","25827.88","AL","1","coupe","Automatic","29FV4GGK626DIK15L","1968"
"542","Indianapolis","Gray","2021-12-26","AWD","V6 3.0L","{""model_imgs_key"":{""S"":""chevrolet 210 2 door sedan""}}","Chevrolet","44424","210 2 Door Sedan","16","21","2","44583.12","IN","1","sedan","Automatic","HWNILP3D1E071BUVX","1957"
"198","Madison","Beige","2021-05-21","FWD","V8 5.7L","{""model_imgs_key"":{""S"":""buick super 50 series riviera 4 door sedan""}}","Buick","27541","Super 50 Series Riviera 4 Door Sedan","10","12","1","6255.44","AL","1","""luxury,sedan""","Manual","P2LAHRMB4ZZ8YDV8C","1953"
"674","San Francisco","Blue","2024-10-21","AWD","V8 5.3L","{""model_imgs_key"":{""S"":""volkswagen type 2 kombi bus""}}","Volkswagen","71105","Type 2 Kombi Bus","8","25","1","20194.78","CA","1","van","Manual","S8ENHUWJ0YFTY0TL5","1978"
"619","New Orleans","Red","2023-07-17","FWD","Rotary 1.2L","{""model_imgs_key"":{""S"":""pontiac catalina hardtop""}}","Pontiac","17512","Catalina Hardtop","12","25","3","26932.94","LA","1","""coupe,luxury""","Automatic","6YHPAVAET15KCKPDM","1959"
"153","Atlanta","Gray","2021-10-06","FWD","V8 5.7L","{""model_imgs_key"":{""S"":""buick super 50 series riviera 4 door sedan""}}","Buick","64662","Super 50 Series Riviera 4 Door Sedan","10","27","3","32915.71","GA","1","""luxury,sedan""","Automatic","4WVQHF8FZHG7WY2ZV","1953"
"135","Pensacola","Yellow","2023-06-13","FWD","Inline-4 3.0L","{""model_imgs_key"":{""S"":""mercedes-benz 220 sedan""}}","Mercedes-Benz","15414","220 Sedan","12","17","1","36351.36","FL","1","""sedan,luxury""","Manual","7TRL368K8HJH41Q5C","1952"
"164","Richmond","White","2023-08-18","RWD","Inline-6 3.2L","{""model_imgs_key"":{""S"":""volkswagen vanagon gl syncro westfalia""}}","Volkswagen","92639","Vanagon Gl Syncro Westfalia","12","24","3","22791.3","VA","1","""SUV / 4x4,van""","Automatic","S8F46S6QV3ARM97GX","1987"
"430","Little Rock","Black","2023-10-01","AWD","Flat-4 2.0L","{""model_imgs_key"":{""S"":""buick 116 sport coupe""}}","Buick","128498","116 Sport Coupe","17","18","1","19200.41","AR","1","coupe","Manual","KSV1G42VZKFPD0LVM","1928"
"609","Portland","Beige","2022-07-30","FWD","Flat-6 2.7L","{""model_imgs_key"":{""S"":""ford thunderbird landau hardtop""}}","Ford","8726","Thunderbird Landau Hardtop","14","21","3","18212.38","OR","1","""luxury,coupe""","Manual","DU3P8P54HCL01HJ2J","1967"
"327","Huntsville","Beige","2024-11-20","FWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""willys jeepster""}}","Willys","114379","Jeepster","10","17","3","23393.71","AL","1","SUV / 4x4","Automatic","2COKQ2187N6X9G5R6","1948"
"463","Pensacola","Black","2022-08-13","AWD","V8 4.5L","{""model_imgs_key"":{""S"":""nissan 280zx""}}","Nissan","143966","280Zx","12","21","2","42957.59","FL","1","coupe","Automatic","4LFX85FLJ7SWOJIN5","1981"
"478","Summerville","White","2021-09-16","AWD","Flat-4 1.3L","{""model_imgs_key"":{""S"":""lincoln zephyr coupe""}}","Lincoln","149950","Zephyr Coupe","8","28","1","42023.42","SC","1","""luxury,coupe""","Automatic","K59HHC3ZMRXP03NW1","1938"
"56","San Diego","Yellow","2023-12-14","AWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""oldsmobile super 88 convertible""}}","Oldsmobile","143051","Super 88 Convertible","14","17","3","35794.18","CA","1","convertible","Manual","B99C1R9TC8SJAOOBU","1957"
"152","Charlotte","Brown","2023-08-11","AWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""willys jeepster""}}","Willys","85418","Jeepster","15","30","3","9649.21","NC","1","SUV / 4x4","Automatic","AQI5BS507Y1L5EHTQ","1948"
"712","Peachtree City","Ivory","2023-09-20","FWD","Flat-6","{""model_imgs_key"":{""S"":""subaru gl""}}","Subaru","169269","GL","15","28","3","26484","GA","1","coupe","Manual","IId65335DnGR06161","1975"
"499","Toledo","Green","2024-12-18","RWD","Inline-4 1.9L","{""model_imgs_key"":{""S"":""toyota classic sedan""}}","Toyota","59709","Classic Sedan","11","26","1","41378.43","OH","1","sedan","Manual","Z350FXYZQ1UCI8G3X","1996"
"283","Tampa","Gray","2024-04-08","AWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 180d sedan""}}","Mercedes-Benz","93532","180D Sedan","16","22","2","42518.31","FL","1","""sedan,luxury""","Manual","MWFULY9STVP8ENIDR","1957"
"162","San Francisco","Black","2023-08-05","AWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""dodge polara 500 hardtop""}}","Dodge","31162","Polara 500 Hardtop","15","28","2","11243.06","CA","0","""coupe,sedan""","Manual","27SJEJ5BPV7FRS4KA","1962"
"419","Durham","Red","2022-12-15","FWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""jaguar xke 2 2 coupe""}}","Jaguar","41955","Xke 2 2 Coupe","14","25","3","36895.5","NC","1","""luxury,coupe""","Automatic","UAMZ7UDJX5WNP88RE","1969"
"384","Columbus","Beige","2022-09-28","FWD","V8 7.0L","{""model_imgs_key"":{""S"":""oldsmobile 442 convertible""}}","Oldsmobile","100091","442 Convertible","16","18","3","54009.23","GA","1","""convertible,muscle car""","Manual","X55WEBFS3R5YJSMZH","1967"
"266","Roanoke","Black","2024-07-29","AWD","Flat-4 2.0L","{""model_imgs_key"":{""S"":""lincoln model 117 brunn sedan""}}","Lincoln","74875","Model 117 Brunn Sedan","10","15","2","19993.95","VA","1","""luxury,sedan""","Automatic","9IFJAPFETGKN7WO6O","1922"
"259","Pensacola","Green","2023-04-07","RWD","Rotary 1.1L","{""model_imgs_key"":{""S"":""oldsmobile super 88 convertible""}}","Oldsmobile","94717","Super 88 Convertible","12","25","1","36185.61","FL","1","convertible","Automatic","DNH5RP390SPI5RFDH","1957"
"462","Statesboro","Green","2023-08-27","RWD","V8 4.0L","{""model_imgs_key"":{""S"":""chevrolet monza station wagon""}}","Chevrolet","18199","Monza Station Wagon","11","16","2","37513.08","GA","1","station wagon","Manual","5UFMJ2Z7OHAE67GZY","1978"
"104","Louisville","Green","2023-09-25","FWD","V8 3.5L","{""model_imgs_key"":{""S"":""dodge pickup""}}","Dodge","87260","Pickup","12","17","3","17482.11","KY","1","pickup","Automatic","244NMNL3XUX1GCOK0","1950"
"139","Southaven","Yellow","2022-03-29","AWD","V8 4.2L","{""model_imgs_key"":{""S"":""dodge challenger r t""}}","Dodge","57057","Challenger R T","20","23","2","36166.85","MS","1","""muscle car,coupe""","Manual","BE7LKQG8A2HUQS48Z","1971"
"664","Kenner","Red","2024-05-19","RWD","V6 2.5L","{""model_imgs_key"":{""S"":""dodge dart 270 2 door hardtop""}}","Dodge","82176","Dart 270 2 Door Hardtop","22","24","3","25661.87","LA","1","""sedan,coupe""","Manual","9MD175DZNMYJA5207","1964"
"718","Chicago","BlueViolet","2024-07-09","AWD","V8","{""model_imgs_key"":{""S"":""toyota landcruiser""}}","Toyota","153795","LandCruiser","17","24","3","36803","IL","1","SUV / 4x4","Manual","qyD63900XOUH44468","1963"
"224","Mount Pleasant","Black","2024-05-29","RWD","V6 3.0L","{""model_imgs_key"":{""S"":""chevrolet 210 2 door sedan""}}","Chevrolet","125663","210 2 Door Sedan","19","30","3","25754.38","SC","1","sedan","Manual","DNS346K6ICS9OUE30","1957"
"44","Charleston","White","2022-04-05","RWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""jaguar xke 2 2 coupe""}}","Jaguar","91053","Xke 2 2 Coupe","20","29","2","10154.82","SC","0","""luxury,coupe""","Manual","OXBU0BJFBF2BY451D","1969"
"485","Roanoke","Blue","2023-05-17","AWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","140013","Series 62 Coupe","9","15","2","19453.56","VA","1","""luxury,coupe""","Manual","HYCAIJ0S7VE077QM6","1948"
"39","Mechanicsburg","Yellow","2023-04-25","FWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","73277","Series 62 Coupe","14","17","1","18103.44","PA","1","""luxury,coupe""","Manual","1Z77OQ59R3N8WJWZ5","1948"
"639","Germantown","Green","2022-12-17","RWD","V8 5.7L","{""model_imgs_key"":{""S"":""buick super 50 series riviera 4 door sedan""}}","Buick","12887","Super 50 Series Riviera 4 Door Sedan","12","19","2","32215.59","TN","1","""luxury,sedan""","Manual","KG3VXDA4DJ1C55W2A","1953"
"415","Hoover","Red","2023-03-27","FWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""mazda miata mx 5""}}","Mazda","34648","Miata Mx 5","14","27","3","49469.85","AL","1","convertible","Manual","MUXD9ZSR047FQXSLS","1992"
"10","New Bern","Black","2022-01-18","AWD","V6 3.8L","{""model_imgs_key"":{""S"":""lincoln lido hardtop""}}","Lincoln","139967","Lido Hardtop","15","21","1","29879.69","NC","1","""luxury,coupe""","Automatic","GSF3Y6L3IMZSU3GS5","1951"
"483","Scranton","Beige","2021-11-09","AWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""pontiac firebird trans am tribute""}}","Pontiac","39106","Firebird Trans Am Tribute","16","18","3","39172.21","PA","1","muscle car","Manual","JXZ6LRXVDOT1LBZAB","1982"
"211","Pittsburgh","Brown","2023-09-25","FWD","V8 3.5L","{""model_imgs_key"":{""S"":""dodge pickup""}}","Dodge","139831","Pickup","18","19","2","28049.33","PA","1","pickup","Automatic","CE57YEG1DBC0O960L","1950"
"406","Franklin","White","2023-01-23","RWD","Flat-4 1.6L","{""model_imgs_key"":{""S"":""mazda miata mx 5""}}","Mazda","133329","Miata Mx 5","17","18","2","52955.61","TN","1","convertible","Automatic","4G2X3ZGAKQ00OGU9N","1992"
"82","Bozeman","Yellow","2022-03-04","FWD","V8 5.5L","{""model_imgs_key"":{""S"":""volkswagen kelmark gt""}}","Volkswagen","145590","Kelmark Gt","19","24","3","7113.23","MT","1","""coupe,muscle car""","Automatic","U7P9AGSAXOF40MY8A","1969"
"722","Charleston","PowderBlue","2023-09-09","FWD","I6","{""model_imgs_key"":{""S"":""jeep wagoneer""}}","Jeep","186846","Wagoneer","17","26","2","18392","SC","1","""SUV / 4x4,station wagon""","Manual","OSV61082iPzb89232","1961"
"205","Macon","Gray","2022-04-13","AWD","Flat-6 2.2L","{""model_imgs_key"":{""S"":""bmw m3 4 door sedan""}}","BMW","58373","M3 4 Door Sedan","13","18","1","56170.2","GA","1","""sedan,muscle car""","Manual","LPVE55G6UU88INXS7","1997"
"270","Bessemer","Gray","2023-03-05","RWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""pontiac firebird trans am tribute""}}","Pontiac","79166","Firebird Trans Am Tribute","13","27","3","25653.99","AL","1","muscle car","Manual","J5E4O9TBV7UBJBWZL","1982"
"31","Bessemer","Black","2024-07-14","AWD","V8 4.6L","{""model_imgs_key"":{""S"":""cadillac series 61 coupe""}}","Cadillac","109953","Series 61 Coupe","12","28","1","15437.53","AL","1","""luxury,coupe""","Manual","T4KRPXILC2F2IAAJT","1950"
"160","Los Angeles","Beige","2022-01-16","RWD","V8 4.5L","{""model_imgs_key"":{""S"":""pontiac star chief convertible""}}","Pontiac","61379","Star Chief Convertible","21","25","3","29147.91","CA","1","convertible","Automatic","7ZSSMO5CXNL0YB604","1955"
"206","Gastonia","Blue","2023-02-23","FWD","V12 5.0L","{""model_imgs_key"":{""S"":""volkswagen sand rover t pickup dune buggy""}}","Volkswagen","36123","Sand Rover T Pickup Dune Buggy","16","20","3","13335.76","NC","1","pickup","Automatic","SUNDSQ5GQJ4N02VFH","1971"
"428","Madison","Beige","2021-05-13","RWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""jeep cj7""}}","Jeep","119207","Cj7","17","30","3","53793.25","AL","1","SUV / 4x4","Manual","CSZ4LFONIHCY08K9M","1983"
"675","Alpharetta","Red","2023-10-11","AWD","V8 3.5L","{""model_imgs_key"":{""S"":""nissan 300zx""}}","Nissan","76745","300Zx","15","23","2","19764.87","GA","1","coupe","Automatic","18RGLPCHS5C1PGL2L","1994"
"191","Atlanta","Yellow","2024-12-08","FWD","Inline-6 3.5L","{""model_imgs_key"":{""S"":""cadillac coupe deville""}}","Cadillac","79965","Coupe Deville","13","14","2","3000","GA","1","""luxury,coupe""","Manual","74ILG7EW9QX5ZAAFY","1970"
"425","Atlanta","Yellow","2024-02-27","FWD","V8 4.0L","{""model_imgs_key"":{""S"":""pontiac firebird formula""}}","Pontiac","24643","Firebird Formula","21","30","3","47110.38","GA","1","muscle car","Manual","KL4776NHWPWU8B7JH","1973"
"727","Nashville","Tan","2022-03-23","FWD","Flat-6","{""model_imgs_key"":{""S"":""chevrolet ck""}}","Chevrolet","152625","CK","11","18","1","23509","TN","1","pickup","Automatic","IHU42727FULF35494","1962"
"58","Syracuse","Blue","2021-09-07","RWD","V8 7.0L","{""model_imgs_key"":{""S"":""chevrolet camaro type lt z28""}}","Chevrolet","141339","Camaro Type Lt Z28","8","19","2","33738.48","NY","1","""muscle car,coupe""","Manual","6EUZGCTAER771CSP7","1974"
"398","Dothan","Gray","2024-10-28","FWD","V12 5.3L","{""model_imgs_key"":{""S"":""oldsmobile toronado""}}","Oldsmobile","53034","Toronado","15","17","3","41986.73","AL","1","luxury","Manual","E968B68M7VX008LHG","1972"
"720","Syracuse","LimeGreen","2023-07-18","AWD","V8","{""model_imgs_key"":{""S"":""toyota landcruiser""}}","Toyota","171253","LandCruiser","12","22","3","22708","NY","1","SUV / 4x4","Manual","LBE75295Xxri56384","1971"
"566","Philadelphia","Red","2022-05-29","AWD","V8 5.3L","{""model_imgs_key"":{""S"":""toyota corolla sedan""}}","Toyota","34573","Corolla Sedan","8","29","3","69506.41","PA","1","sedan","Automatic","U8TC989GB6TVVMAHV","1978"
"541","New Orleans","Gray","2021-04-15","AWD","V12 5.0L","{""model_imgs_key"":{""S"":""jaguar xke roadster""}}","Jaguar","28496","Xke Roadster","20","22","2","42032.34","LA","1","""convertible,luxury""","Manual","6PQD5VALZW6BQKOYF","1969"
"736","Memphis","MediumSlateBlue","2024-07-29","RWD","V8","{""model_imgs_key"":{""S"":""amc gremlin""}}","AMC","82714","Gremlin","17","24","3","38041","TN","1","hatchback","Manual","QEl51659ySTI35571","1980"
"516","Houston","Beige","2025-01-29","AWD","Inline-4 3.0L","{""model_imgs_key"":{""S"":""mercedes-benz 220 sedan""}}","Mercedes-Benz","99979","220 Sedan","9","27","3","5367.14","TX","1","""sedan,luxury""","Automatic","IK5PT1RXRGNM1VO5P","1952"
"710","Mobile","LightGoldenRodYellow","2022-10-31","RWD","V12","{""model_imgs_key"":{""S"":""subaru brat""}}","Subaru","195702","Brat","16","19","2","32555","AL","1","""pickup,coupe""","Manual","kwP70748KNjR89086","1978"
"3","Lexington","Gray","2022-11-30","RWD","Flat-4 1.2L","{""model_imgs_key"":{""S"":""volkswagen camper""}}","Volkswagen","51512","Camper","20","21","1","29310.57","KY","1","van","Manual","7DS5K5LUI0HLY3PSG","1975"
"232","Hanover","Yellow","2023-12-25","AWD","V8 4.6L","{""model_imgs_key"":{""S"":""cadillac series 61 coupe""}}","Cadillac","134932","Series 61 Coupe","13","17","2","31763.49","PA","1","""luxury,coupe""","Manual","56C75Q7HVF8QY9A7V","1950"
"534","Hattiesburg","Black","2022-03-04","AWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""mercedes-benz 300d sedan""}}","Mercedes-Benz","139934","300D Sedan","17","24","3","22918.36","MS","1","""sedan,luxury""","Manual","E0WBCVSSWUV8889ND","1975"
"65","Miami","Green","2022-09-03","AWD","Flat-6 3.0L","{""model_imgs_key"":{""S"":""oldsmobile cutlass salon hardtop""}}","Oldsmobile","113265","Cutlass Salon Hardtop","20","30","1","24569.73","FL","1","""coupe,luxury""","Manual","MK2N298UGEAOJGBCH","1986"
"420","Florence","Brown","2021-09-03","AWD","Flat-4 1.3L","{""model_imgs_key"":{""S"":""pontiac gto hardtop""}}","Pontiac","116070","Gto Hardtop","15","17","2","16160.46","SC","1","muscle car","Automatic","KQTJL5DDEPH9FJ98W","1970"
"601","Dothan","White","2021-06-10","FWD","Flat-6 2.0L","{""model_imgs_key"":{""S"":""cadillac fleetwood brougham d elegance""}}","Cadillac","113669","Fleetwood Brougham D Elegance","15","26","1","26155.92","AL","1","""luxury,sedan""","Automatic","G5MKKO6L0S6GLRU62","1984"
"671","Buffalo","Brown","2024-12-21","RWD","V8 5.3L","{""model_imgs_key"":{""S"":""volkswagen type 2 kombi bus""}}","Volkswagen","141266","Type 2 Kombi Bus","16","19","2","22852.1","NY","1","van","Automatic","MU0FZMO1D4JDPX9AN","1978"
"504","Watertown","Beige","2022-06-28","FWD","V6 4.2L","{""model_imgs_key"":{""S"":""mercedes-benz 190sl roadster""}}","Mercedes-Benz","45291","190Sl Roadster","12","28","1","34072.15","NY","1","""convertible,luxury""","Manual","6NDGCP0C7K0FYZ3GI","1960"
"726","Hattiesburg","DarkBlue","2023-11-27","AWD","I4","{""model_imgs_key"":{""S"":""jeep wagoneer""}}","Jeep","151654","Wagoneer","17","16","1","54275","MS","1","""SUV / 4x4,station wagon""","Manual","jJh35259QaEB74770","1986"
"648","Bessemer","Green","2024-05-21","FWD","Inline-4 1.6L","{""model_imgs_key"":{""S"":""mercedes-benz 300d sedan""}}","Mercedes-Benz","44018","300D Sedan","10","21","2","64887.69","AL","0","""sedan,luxury""","Automatic","MJRU5FK2GGEQ9Y1DJ","1975"
"253","Chicago","Beige","2024-06-24","RWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","138386","Series 62 Coupe","11","28","2","45054.35","IL","1","""luxury,coupe""","Automatic","DF7LMNUTNKOFVVA9C","1948"
"132","Hoover","White","2024-04-17","FWD","Inline-6 3.2L","{""model_imgs_key"":{""S"":""volkswagen vanagon gl syncro westfalia""}}","Volkswagen","144248","Vanagon Gl Syncro Westfalia","13","17","2","12641.25","AL","1","""SUV / 4x4,van""","Automatic","EC5QXN1SGDMK56LVT","1987"
"166","Hanover","Brown","2023-06-29","AWD","Inline-6 3.2L","{""model_imgs_key"":{""S"":""lincoln continental mark iii 2 door hardtop""}}","Lincoln","23453","Continental Mark Iii 2 Door Hardtop","10","23","3","38421.61","PA","1","""luxury,coupe""","Automatic","ENT7GG14MYSQTC24O","1970"
"694","Alpharetta","Yellow","2023-03-13","AWD","Inline-4 2.2L","{""model_imgs_key"":{""S"":""chevrolet sedan delivery""}}","Chevrolet","142011","Sedan Delivery","12","20","3","28294.08","GA","1","van","Manual","J8A7FD5WJAXBD5UUN","1951"
"298","Syracuse","Yellow","2024-04-02","FWD","V6 2.5L","{""model_imgs_key"":{""S"":""dodge series vc g502 power wagon pickup""}}","Dodge","147491","Series Vc G502 Power Wagon Pickup","19","23","1","25558.91","NY","1","""pickup,SUV / 4x4""","Manual","HHKWOBPL5RZND95HE","1940"
"568","Harrisburg","White","2022-06-12","FWD","V8 6.6L","{""model_imgs_key"":{""S"":""buick skylark gs hardtop""}}","Buick","95528","Skylark Gs Hardtop","19","25","2","26149.83","PA","1","""muscle car,coupe""","Automatic","J9CTQ6ZHZN61NV5KA","1966"
"233","Denver","Red","2021-09-02","FWD","Rotary 1.2L","{""model_imgs_key"":{""S"":""pontiac catalina hardtop""}}","Pontiac","25712","Catalina Hardtop","19","20","2","40195.33","CO","1","""coupe,luxury""","Automatic","HWMUGIERAHIF4GDII","1959"
"472","Clayton","Blue","2021-05-16","RWD","V8 4.0L","{""model_imgs_key"":{""S"":""chevrolet monza station wagon""}}","Chevrolet","29441","Monza Station Wagon","11","16","1","63658.5","NC","1","station wagon","Automatic","MCX4GU8H7QVF1RCOS","1978"
"620","Opelika","Green","2024-01-16","FWD","Flat-4 2.0L","{""model_imgs_key"":{""S"":""dodge d150 lil red express pickup""}}","Dodge","83233","D150 Lil Red Express Pickup","19","27","2","20735.5","AL","1","pickup","Automatic","5XOEL8KU2S5UMSSPN","1979"
"557","Louisville","Yellow","2023-10-06","FWD","Flat-4 2.0L","{""model_imgs_key"":{""S"":""lincoln model 117 brunn sedan""}}","Lincoln","20216","Model 117 Brunn Sedan","17","29","2","23025.36","KY","1","""luxury,sedan""","Manual","VVPL5JVE85HBMURMX","1922"
"276","Buffalo","Blue","2021-06-05","AWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""dodge polara 500 hardtop""}}","Dodge","141493","Polara 500 Hardtop","20","28","1","24518.72","NY","1","""coupe,sedan""","Automatic","GC7TVPKF6903EGF2F","1962"
"38","Portland","Beige","2023-10-09","AWD","V8 5.7L","{""model_imgs_key"":{""S"":""buick super 50 series riviera 4 door sedan""}}","Buick","142689","Super 50 Series Riviera 4 Door Sedan","15","21","1","41620.25","OR","1","""luxury,sedan""","Automatic","BBZTETHX86E8CWKY2","1953"
"623","Harrisburg","Black","2024-05-15","FWD","Flat-6 3.6L","{""model_imgs_key"":{""S"":""dodge polara 500 hardtop""}}","Dodge","66008","Polara 500 Hardtop","19","29","3","39698.46","PA","1","""coupe,sedan""","Manual","EITKP6LAUB5609UB5","1962"
"482","Denver","Blue","2021-05-22","FWD","V8 5.5L","{""model_imgs_key"":{""S"":""chevrolet corvair monza coupe""}}","Chevrolet","105036","Corvair Monza Coupe","20","20","2","11575.41","CO","1","coupe","Automatic","47HPQ8R2P3ZKXRZ41","1968"
"297","Jackson","Yellow","2024-02-24","FWD","Inline-4 2.5L","{""model_imgs_key"":{""S"":""dodge vc series 1 2 ton panel truck""}}","Dodge","95114","Vc Series 1 2 Ton Panel Truck","13","20","2","22932.56","MS","1","pickup","Automatic","ATV7BS0QCIJ6DGCBH","1940"
"595","Chattanooga","Black","2021-09-20","AWD","Inline-6 3.2L","{""model_imgs_key"":{""S"":""lincoln continental mark iii 2 door hardtop""}}","Lincoln","35623","Continental Mark Iii 2 Door Hardtop","14","25","3","17865.97","TN","1","""luxury,coupe""","Manual","ZBOW1S9VJYW5ASQV9","1970"
"628","Austin","Red","2024-11-04","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""porsche 928 s coupe""}}","Porsche","83821","928 S Coupe","17","20","1","14794.99","TX","1","coupe","Automatic","P2QK68230XZUJ83OR","1984"
"407","Alpharetta","Brown","2023-03-23","AWD","V12 7.2L","{""model_imgs_key"":{""S"":""buick riviera hardtop""}}","Buick","28644","Riviera Hardtop","17","20","1","34405.97","GA","1","""luxury,coupe""","Manual","GYU9UAZ7QXYLKEZVB","1972"
"663","Bessemer","Blue","2024-12-30","FWD","V8 6.2L","{""model_imgs_key"":{""S"":""chevrolet malibu chevelle hardtop""}}","Chevrolet","92460","Malibu Chevelle Hardtop","16","28","2","37973.56","AL","1","""muscle car,coupe""","Automatic","HIG2LB12P9JRX55YY","1968"
"695","Atlanta","Green","2022-02-28","RWD","V6 3.8L","{""model_imgs_key"":{""S"":""lincoln lido hardtop""}}","Lincoln","8398","Lido Hardtop","12","27","2","23698.82","GA","1","""luxury,coupe""","Manual","19VKEYFM1ADNS0C1P","1951"
"586","Pittsburgh","Green","2022-09-15","FWD","V8 4.0L","{""model_imgs_key"":{""S"":""cadillac series 63 touring sedan""}}","Cadillac","35390","Series 63 Touring Sedan","16","21","1","41686.73","PA","1","""luxury,sedan""","Manual","H8FND0GCW3M3UBIB8","1941"
"169","North Charleston","Gray","2023-03-19","FWD","V8 4.5L","{""model_imgs_key"":{""S"":""pontiac star chief convertible""}}","Pontiac","82669","Star Chief Convertible","21","22","3","27521.99","SC","1","convertible","Automatic","8QO0IFFLUHHF0QBRM","1955"
"383","Boston","Brown","2023-07-17","RWD","V12 5.3L","{""model_imgs_key"":{""S"":""cadillac series 62 coupe""}}","Cadillac","90369","Series 62 Coupe","14","16","3","34019.25","MA","1","""luxury,coupe""","Manual","I23K4WKJU9HU7N3LA","1948"
"332","Toledo","Red","2023-09-05","RWD","Rotary 1.2L","{""model_imgs_key"":{""S"":""bmw isetta 300 cabriolet""}}","BMW","20696","Isetta 300 Cabriolet","12","19","2","25780.43","OH","1","coupe","Manual","381UNCBN0T38BCE4Y","1957"
"731","Boston","LightGoldenRodYellow","2022-05-31","RWD","Flat-6","{""model_imgs_key"":{""S"":""ferrari testarossa""}}","Ferrari","122045","Testarossa","14","27","3","72125","MA","1","""coupe,luxury""","Manual","QeQ19679fKyj76747","1990"
"363","Bayonne","Yellow","2021-09-25","AWD","Inline-6 2.8L","{""model_imgs_key"":{""S"":""pontiac firebird convertible""}}","Pontiac","33143","Firebird Convertible","15","20","1","46794.32","NJ","1","""convertible,muscle car""","Manual","9CPOD40UXPOT1C3PD","1967"
